bathroomcnt,bedroomcnt,calculatedfinishedsquarefeet,propertylandusetypeid,yearbuilt,structuretaxvaluedollarcnt,assessmentyear,logerror,rf_logerror,stacking_logerror,DNN_logerror,id2
1,2,1610,261,1911,68181,2016,-0.205824899,-0.106034661,-0.14191443,-0.051091082,060372186
1,2,814,261,1939,22951,2015,-0.132200281,0.167002192,0.1638307,-0.049901873,060372184
1,2,814,261,1939,23301,2016,-0.132200281,0.18194371,0.10126385,-0.051590431,060372184
1,2,1072,261,1942,55629,2015,0.764571707,0.200141971,0.30533773,-0.041401472,060372702
1,2,1072,261,1942,56477,2016,0.764571707,0.204915639,0.22052434,-0.050858445,060372702
5,11,4130,247,1907,214804,2015,0.363016348,0.281129863,0.4587766,-0.007364277,06037221303
5,11,4130,248,1907,218079,2016,0.363016348,0.348946978,0.65290356,-0.02022906,06037221303
2,4,2866,246,1927,37513,2015,-0.489460723,0.341543361,0.64677787,-0.026869766,060372163
2,4,2866,246,1927,38085,2016,-0.489460723,0.369841681,0.6900969,-0.008581378,060372163
6,8,4341,246,1917,271521,2015,-0.807494934,-0.270153133,-0.3365925,0.012272168,06037212305
6,8,4341,246,1917,275661,2016,-0.807494934,-0.26728207,-0.33336323,-0.018164445,06037212305
2,3,1755,246,1902,156000,2015,0.267907275,-0.135560791,-0.21749353,-0.053363685,060372328
2,3,1755,246,1902,191340,2016,0.267907275,-0.114544011,-0.15806222,-0.029324826,060372328
2,4,1364,261,1971,104353,2015,-0.382350667,-0.177292066,-0.17736512,-0.021155842,060372291
2,4,1364,261,1971,105944,2016,-0.382350667,-0.190508239,-0.16043359,-0.045600276,060372291
3,5,2390,246,1907,202540,2015,-0.274018193,-0.114660683,-0.07620549,-0.05558075,060372286
3,5,2390,246,1907,205628,2016,-0.274018193,-0.095397672,-0.08718413,-0.053393658,060372286
2,3,2220,261,1907,108452,2015,-0.298760892,-0.080519994,-0.23822671,-0.05329999,060372319
2,3,2220,261,1907,110105,2016,-0.298760892,-0.077753596,-0.23839337,-0.030838974,060372319
2,3,1248,261,1903,38967,2015,-0.143375204,0.030350873,0.108814865,-0.051065147,060372285
2,3,1248,261,1903,39561,2016,-0.143375204,0.024973543,0.2172572,-0.034784265,060372285
2,7,2693,246,1905,18962,2015,0.463918607,0.571496776,0.89816344,-0.011851404,06037209810
2,7,2693,246,1905,19251,2016,0.463918607,0.604856545,1.3593888,-0.050882861,06037209810
2,2,1621,266,1983,456300,2015,-0.821374985,-0.114279863,-0.14103556,-0.02666584,060372079
2,2,1621,266,1983,502000,2016,-0.821374985,-0.167831879,-0.15379417,-0.035073366,060372079
2,2,1378,261,1939,53001,2015,-1.605046533,-0.225481634,-0.27731937,-0.039266087,06037530202
2,2,1378,261,1939,53809,2016,-1.605046533,-0.260373349,-0.28643107,-0.027452564,06037530202
2,3,1398,261,1958,94901,2015,0.102659423,-0.238050481,-0.25679356,-0.028563716,06037482002
2,3,1398,261,1958,96348,2016,0.102659423,-0.238104211,-0.24808443,-0.045859858,06037482002
2,4,2248,261,1940,157348,2015,0.41394955,0.158337619,0.22995993,-0.018898888,06037482522
2,4,2248,261,1940,159747,2016,0.41394955,0.163766439,0.14221436,-0.028301477,06037482522
2,3,1157,261,1960,93601,2015,0.187644372,-0.10279419,-0.13022828,-0.0311864,060374826
2,3,1157,261,1960,95028,2016,0.187644372,-0.09657027,-0.1419695,-0.04083956,060374826
3,3,1780,261,1998,166699,2015,0.57869972,0.057693854,0.08056036,-0.045778558,06037482303
3,3,1780,261,1998,169241,2016,0.57869972,0.033242811,0.029394269,-0.00035679,06037482303
1,1,779,266,1981,79732,2015,-0.023573795,-0.069306846,-0.09970766,-0.030208696,06037201302
1,1,779,266,1981,80947,2016,-0.023573795,-0.055320011,-0.04999751,-0.031082049,06037201302
2,2,1100,266,1981,93000,2015,-0.463511062,-0.120412184,-0.10744208,-0.033109333,06037201302
2,2,1100,266,1981,97000,2016,-0.463511062,-0.090018481,-0.09132552,-0.034767564,06037201302
2,3,1786,261,1994,153741,2015,0.273338599,-0.050208318,-0.07785821,-0.03223563,06037199110
2,3,1786,261,1994,153741,2015,-0.125641057,-0.050208318,-0.07785821,-0.03223563,06037199110
2,3,1786,261,1994,156085,2016,0.273338599,-0.048973452,-0.07233465,-0.036917102,06037199110
2,3,1786,261,1994,156085,2016,-0.125641057,-0.048973452,-0.07233465,-0.036917102,06037199110
2,3,1959,261,1948,63225,2015,-0.633515022,-0.432285725,-0.601496,-0.0344266,060374642
2,3,1959,261,1948,64189,2016,-0.633515022,-0.422865643,-0.6656687,-0.006485406,060374642
3,3,2206,261,1949,87272,2015,0.199110501,-0.081552247,-0.054097354,-0.024271192,060374642
3,3,2206,261,1949,88602,2016,0.199110501,-0.076179544,-0.052755177,0.030338164,060374642
4,3,1574,266,1981,202364,2015,0.161483262,0.139545545,0.13257012,-0.015387099,06037480303
4,3,1574,266,1981,205450,2016,0.161483262,0.140511625,0.14488307,0.028941307,06037480303
1,3,1156,261,1924,14252,2015,-0.308591681,0.034394524,0.04217577,-0.020212734,06037481606
1,3,1156,261,1924,14469,2016,-0.308591681,-0.009639366,0.08260724,-0.049106251,06037481606
3,3,1373,266,1974,106428,2015,-0.16575132,-0.012054265,-0.096172035,-0.0337108,06037481401
3,3,1373,266,1974,108051,2016,-0.16575132,-0.001719598,-0.08957559,-0.012721127,06037481401
1,3,1545,261,1935,189350,2015,0.447140977,0.070915444,0.07414022,-0.024197927,06037480201
1,3,1545,261,1935,192237,2016,0.447140977,0.065698339,0.083233744,-0.054785796,06037480201
1,6,3278,261,1913,103308,2015,0.369291995,0.327118164,0.34616703,-0.001172651,06037463102
1,6,3278,261,1913,104883,2016,0.369291995,0.324769385,0.41443175,-0.041635264,06037463102
4,4,2741,261,1941,381223,2015,0.556974423,0.180099126,0.24804261,0.018181574,06037463101
4,4,2741,261,1941,387036,2016,0.556974423,0.187572357,0.27013606,0.022739921,06037463101
2,4,1436,246,1921,18099,2015,0.158677309,0.001806755,-0.067910254,0.007728495,060374318
2,4,1436,246,1921,18375,2016,0.158677309,-0.011047793,-0.027347326,-0.017752156,060374318
1,3,1413,261,1909,181355,2015,1.076571113,0.34045571,0.7739827,-0.041168772,060374318
1,3,1413,261,1909,156034,2016,1.076571113,0.310706186,0.6758209,-0.047212541,060374318
3,4,2147,261,1940,224321,2015,-0.910690095,-0.214149771,-0.20587051,-0.010052921,06037481201
3,4,2147,261,1940,227741,2016,-0.910690095,-0.188862447,-0.22698647,-0.016848374,06037481201
2,2,1564,246,1922,100899,2015,-0.971748321,-0.05729927,-0.1584431,-0.036952861,060371975
2,2,1564,246,1922,102437,2016,-0.971748321,-0.0627933,-0.15962005,-0.014943104,060371975
1,2,744,261,1922,56000,2015,-0.355488057,-0.100663851,-0.17578727,-0.05283764,060371990
1,2,744,261,1922,68000,2016,-0.355488057,-0.154538823,-0.21733075,-0.053765777,060371990
1,2,528,261,1923,5688,2015,0.799146013,0.177157193,0.4879269,-0.058018837,06037185203
1,2,528,261,1923,5774,2016,0.799146013,0.216009575,0.48246723,-0.049605735,06037185203
2,2,1120,246,1924,91994,2015,0.610684186,0.231458461,0.29434758,-0.03209202,06037186404
2,2,1120,246,1924,93396,2016,0.610684186,0.235776778,0.31555945,-0.028884459,06037186404
1,3,1114,261,1930,95000,2015,-0.056382821,-0.267277898,-0.3113758,-0.023857765,06037186201
1,3,1114,261,1930,124500,2016,-0.056382821,-0.250763147,-0.36673576,-0.057264753,06037186201
1,2,788,261,1924,79000,2015,0.26187247,-0.029415455,0.03543684,-0.048501521,060371815
1,2,788,261,1924,80204,2016,0.26187247,-0.033708383,0.04014787,-0.047219276,060371815
1,1,566,266,1973,45000,2015,-0.083921843,0.106459645,0.14923647,-0.030821651,06037211802
1,1,566,266,1973,56000,2016,-0.083921843,0.052562739,-0.004628778,-0.031651106,06037211802
1,3,1575,261,1925,703350,2015,0.238940212,0.055198483,0.035684258,-0.079198971,060371945
1,3,1575,261,1925,837581,2016,0.238940212,0.044903933,0.11466727,-0.083567068,060371945
5,5,8163,261,1960,563035,2015,0.164108633,-0.106054316,-0.12877494,0.222575635,060372110
5,5,8163,261,1960,571621,2016,0.164108633,-0.101988534,-0.22180438,0.202864841,060372110
3,5,2984,261,1910,130389,2015,-1.064577617,-0.290935737,-0.5614904,-0.019647101,060372115
3,5,2984,261,1910,385795,2016,-1.064577617,-0.304277483,-0.5534028,-0.053919829,060372115
1,1,916,266,1961,51133,2015,-0.006770114,-0.079443945,-0.05441141,-0.032911923,06037189903
1,1,916,266,1961,51912,2016,-0.006770114,-0.052919122,-0.000109196,-0.032151531,06037189903
3,2,2735,261,1939,307383,2015,-0.759819976,-0.069189587,-0.11973339,-0.02368905,060371942
3,2,2735,261,1939,307383,2015,0.051550088,-0.069189587,-0.11973339,-0.02368905,060371942
3,2,2735,261,1939,312070,2016,-0.759819976,-0.075919733,-0.07762039,0.005526032,060371942
3,2,2735,261,1939,312070,2016,0.051550088,-0.075919733,-0.07762039,0.005526032,060371942
2,2,1197,266,1974,345378,2015,0.632409483,0.091148233,0.0958361,-0.036348678,06037700502
2,2,1197,266,1974,200000,2016,0.632409483,0.08272564,0.06802964,-0.032926708,06037700502
2,2,853,266,1975,92300,2015,0.529817802,0.067378807,0.068683505,-0.033935502,06037189701
2,2,853,266,1975,101000,2016,0.529817802,0.019611067,0.026089191,-0.034287352,06037189701
4,3,3973,261,1976,241629,2015,-0.794218364,-0.161349903,-0.25094944,0.010957781,060371893
4,3,3973,261,1976,245313,2016,-0.794218364,-0.166991174,-0.2769963,0.048363369,060371893
3,3,2755,261,1979,568531,2015,-0.742266886,-0.23678127,-0.2443819,0.0185095,06037188202
3,3,2755,261,1979,500000,2016,-0.742266886,-0.267643743,-0.30301785,-0.024569817,06037188202
2,2,1053,266,1988,116891,2015,-0.029923617,0.083357168,0.051287234,-0.039564382,060373006
2,2,1053,266,1988,118673,2016,-0.029923617,0.082559155,0.064400434,-0.033058546,060373006
1,2,1086,261,1927,56891,2015,-0.58722456,-0.137241575,-0.12582862,-0.053892415,06037301501
1,2,1086,261,1927,200000,2016,-0.58722456,-0.33244715,-0.37724584,-0.057771005,06037301501
1,1,840,266,1974,109944,2015,-0.496099008,-0.108911926,-0.12476951,-0.034086924,06037301203
1,1,840,266,1974,111620,2016,-0.496099008,-0.112914777,-0.12988651,-0.032707356,06037301203
3,2,1086,266,1980,177400,2015,0.09108159,-0.086247959,-0.13167417,-0.031340431,06037301206
3,2,1086,266,1980,188626,2016,0.09108159,-0.090888376,-0.10307908,-0.011697285,06037301206
2,2,1726,261,1941,133077,2015,0.621546834,0.078931681,0.052794427,-0.04777661,060374607
2,2,1726,261,1941,135106,2016,0.621546834,0.065571063,0.011830866,-0.024568966,060374607
2,2,1714,261,1955,140910,2015,-1.156880962,-0.416272046,-0.3277793,-0.046818849,06037300901
2,2,1714,261,1955,143058,2016,-1.156880962,-0.418230243,-0.40032214,-0.017781757,06037300901
2,3,1342,261,1952,39348,2015,-0.28621203,-0.084867554,-0.083533764,-0.03402967,06037300901
2,3,1342,261,1952,39948,2016,-0.28621203,-0.055944899,-0.12753403,-0.041417375,06037300901
2,3,1632,261,1939,181765,2015,-0.024179725,0.019942209,0.045851946,-0.038247831,060374609
2,3,1632,261,1939,184536,2016,-0.024179725,0.024738784,0.071994185,-0.038097445,060374609
2,2,1278,266,1975,162034,2015,-0.094471222,-0.21895673,-0.17563504,-0.040404025,060374617
2,2,1278,266,1975,164505,2016,-0.094471222,-0.202087501,-0.26159942,-0.023673655,060374617
3,3,1217,266,1977,103615,2015,-0.109596587,-0.021392991,-0.07936382,-0.039291374,060374617
3,3,1217,266,1977,105195,2016,-0.109596587,-0.016977879,-0.12783146,-0.008706972,060374617
3,3,2081,266,1973,225588,2015,-0.476787633,-0.055441236,-0.05193287,-0.041244403,060374639
3,3,2081,266,1973,229028,2016,-0.476787633,-0.053989085,-0.06424302,0.008236062,060374639
3,2,1041,266,1984,164757,2015,-0.280103369,-0.251952416,-0.3098771,-0.032927509,06037464001
3,2,1041,266,1984,167269,2016,-0.280103369,-0.253791648,-0.31956393,-0.008091785,06037464001
3,5,3478,261,1914,316706,2015,-0.361522862,-0.126753309,-0.13750571,0.013547752,060374640
3,5,3478,261,1914,622049,2016,-0.361522862,-0.197642638,-0.23968184,-0.031154387,060374640
2,2,1285,261,1939,83990,2015,-0.58722456,-0.305733559,-0.3741861,-0.054604694,060374624
2,2,1285,261,1939,85270,2016,-0.58722456,-0.301015231,-0.38652074,-0.031634696,060374624
2,2,1154,266,1980,122051,2015,0.005405221,-0.086812277,-0.059720397,-0.042335581,06037463601
2,2,1154,266,1980,123912,2016,0.005405221,-0.096131108,-0.08638257,-0.029034786,06037463601
3,5,2276,261,1956,162366,2015,-0.281875899,-0.078379039,-0.11695182,-0.026737211,060374600
3,5,2276,261,1956,164842,2016,-0.281875899,-0.088611731,-0.07505411,-0.015504358,060374600
1,1,642,261,1924,104547,2015,0.227474083,0.027904644,0.042726964,-0.060493998,06037430501
1,1,642,261,1924,106141,2016,0.227474083,0.056862412,0.12074143,-0.044075727,06037430501
1,2,849,261,1941,17720,2015,-0.692833643,-0.179446326,-0.06880534,-0.060299426,06037430502
1,2,849,261,1941,17990,2016,-0.692833643,-0.200974151,-0.13200587,-0.039428093,06037430502
2,4,2234,261,1946,100330,2015,-0.406180417,-0.026436653,-0.039176226,-0.020776436,06037430701
2,4,2234,261,1946,253812,2016,-0.406180417,-0.035142586,0.012328416,-0.032105289,06037430701
2,4,2205,261,1951,317628,2015,0.05910303,0.08958498,0.23285112,-0.018778715,06037430803
2,4,2205,261,1951,322471,2016,0.05910303,0.096643647,0.18493837,-0.036893621,06037430803
2,3,1464,261,1950,169306,2015,-0.404369576,-0.250584742,-0.431571,-0.035961732,06037460501
2,3,1464,261,1950,171887,2016,-0.404369576,-0.246189892,-0.45439506,-0.045626778,06037460501
1,3,1142,261,1947,29150,2015,-0.379344687,-0.044913047,-0.075834215,-0.031765055,06037460301
1,3,1142,261,1947,29594,2016,-0.379344687,-0.030062082,-0.075710595,-0.032784469,06037460301
1,2,1242,261,1981,102000,2015,2.112143611,0.385943921,0.89613724,-0.05733192,060374611
1,2,1242,261,1981,116000,2016,2.112143611,0.370729607,0.68145895,-0.034365583,060374611
2,3,1351,261,1929,151955,2015,-0.692833643,-0.300317635,-0.41377652,-0.035439752,06037461501
2,3,1351,261,1929,119300,2016,-0.692833643,-0.269135233,-0.41409189,-0.038267128,06037461501
3,4,1982,261,1952,246281,2015,1.016223066,0.100760598,0.19029778,-0.030289494,060374611
3,4,1982,261,1952,250036,2016,1.016223066,0.150941017,0.18615526,-0.01920227,060374611
3,3,2337,261,1965,166959,2015,-0.324107072,-0.112010182,-0.14020973,-0.031024758,060374611
3,3,2337,261,1965,169505,2016,-0.324107072,-0.11247529,-0.09454894,0.012939379,060374611
2,3,1659,261,1956,138820,2015,-0.495658152,-0.057460491,-0.054665983,-0.040603861,060374612
2,3,1659,261,1956,140937,2016,-0.495658152,-0.049569178,-0.07804638,-0.028628364,060374612
2,5,1950,246,1941,190911,2015,0.307736986,0.180937633,0.24882334,-0.01203097,060374613
2,5,1950,246,1941,193822,2016,0.307736986,0.181166859,0.33598477,-0.046892419,060374613
2,3,1610,261,1928,39753,2015,-0.374195952,-0.062538685,-0.14357924,-0.029294994,060374612
2,3,1610,261,1928,121577,2016,-0.374195952,-0.069434868,-0.07348466,-0.041266315,060374612
2,3,1400,261,1952,44620,2015,0.29410486,-0.196583648,-0.35641313,-0.037420496,060374606
2,3,1400,261,1952,45300,2016,0.29410486,-0.172562697,-0.3794074,-0.032062232,060374606
2,3,1269,261,1923,59837,2015,-0.119255297,-0.149808155,-0.17075998,-0.045755383,06037237201
2,3,1269,261,1923,60749,2016,-0.119255297,-0.145186799,-0.17377937,-0.037057102,06037237201
1,2,1088,261,1925,25736,2015,0.117640636,-0.157207726,-0.22811818,-0.049996503,060372379
1,2,1088,261,1925,75000,2016,0.117640636,-0.017044914,-0.0388183,-0.056362059,060372379
2,3,1092,246,1948,14870,2015,0.216607582,0.003930658,-0.08035636,-0.01048567,06037239501
2,3,1092,246,1948,15096,2016,0.216607582,0.018610518,-0.017519355,-0.021115694,06037239501
10,10,4160,248,0,301548,2015,0.005996748,0.030994479,-0.041014194,0.035168026,06037238310
2,3,1457,261,1939,80272,2015,-0.162977785,-0.081480887,-0.13813156,-0.040367253,060372380
2,3,1457,261,1939,81496,2016,-0.162977785,-0.03780862,-0.099856675,-0.035868011,060372380
6,10,3347,246,2014,165000,2015,-1.958332203,-0.048918702,-0.101928055,0.02536149,060372414
6,10,3347,246,2014,167516,2016,-1.958332203,-0.041395701,-0.07864076,0.011339504,060372414
2,4,1958,261,1959,123260,2015,-0.028437391,-0.033343566,0.049240172,-0.026184136,06037603302
2,4,1958,261,1959,173027,2016,-0.028437391,-0.078169534,-0.02191031,-0.039825987,06037603302
1,3,1088,261,1952,18749,2015,-0.15694298,0.008048067,-0.008615613,-0.01550933,060375428
1,3,1088,261,1952,19034,2016,-0.15694298,-0.038746028,0.018032521,-0.053089943,060375428
1,2,644,261,1937,56071,2015,-0.57394799,-0.098615653,-0.02219367,-0.055547554,06037542701
1,2,644,261,1937,56926,2016,-0.57394799,-0.122718856,-0.050103545,-0.054564696,06037542701
1,3,1011,261,1945,15686,2015,0.187644372,-0.178302164,-0.21243125,-0.02692157,060375408
1,3,1011,261,1945,15925,2016,0.187644372,-0.108832225,-0.16723037,-0.03657816,060375408
3,7,2539,246,0,132174,2015,0.46403843,0.046809636,0.10683507,-0.04990172,060375407
3,7,2539,246,0,150000,2016,0.46403843,0.074789778,0.13613185,-0.028731061,060375407
2,4,1535,261,1938,92000,2015,-0.258974302,-0.115962584,-0.05968201,-0.030475724,06037541604
2,4,1535,261,1938,92000,2016,-0.258974302,-0.105947849,-0.05684364,-0.040951312,06037541604
1,3,993,261,1947,60178,2015,-0.560857858,-0.024505199,0.06594998,-0.01768909,060375420
1,3,993,261,1947,61095,2016,-0.560857858,-0.007327,0.019623458,-0.052021641,060375420
2,4,1819,261,1946,84627,2015,0.253840257,0.108462834,0.16816252,-0.025383934,06037542103
2,4,1819,261,1946,85917,2016,0.253840257,0.086025021,0.18926162,-0.038026314,06037542103
2,3,1502,261,1926,67684,2015,1.637204476,-0.272736486,-0.27819467,-0.050926644,06037534804
2,3,1502,261,1926,67684,2015,-1.815762531,-0.272736486,-0.27819467,-0.050926644,06037534804
2,3,1502,261,1926,68716,2016,1.637204476,-0.351026317,-0.43954152,-0.022591731,06037534804
2,3,1502,261,1926,68716,2016,-1.815762531,-0.351026317,-0.43954152,-0.022591731,06037534804
1,2,816,261,1948,47100,2015,-0.740577532,-0.257348736,-0.43168807,-0.051837146,06037535804
1,2,816,261,1948,47818,2016,-0.740577532,-0.281693618,-0.33533585,-0.047932632,06037535804
2,3,1244,261,1955,106654,2015,-0.316627471,-0.135876495,-0.27818042,-0.030433867,06037535701
2,3,1244,261,1955,108280,2016,-0.316627471,-0.149151846,-0.35694593,-0.029081684,06037535701
1,2,794,261,1948,53300,2015,2.789852186,0.326263441,0.5369132,-0.051854163,06037536102
1,2,794,261,1948,54112,2016,2.789852186,0.22099109,0.3024279,-0.047406286,06037536102
2,2,1610,261,1955,156800,2015,0.330065764,-0.116545275,-0.1068179,-0.024075897,06037551402
2,2,1610,261,1955,156800,2016,0.330065764,-0.117513874,-0.12004787,-0.031424984,06037551402
2,2,1454,266,1974,139259,2015,0.386655967,0.103746547,0.09672001,-0.036631871,06037550902
2,2,1454,266,1974,141382,2016,0.386655967,0.06382769,0.037464827,-0.034671851,06037550902
2,4,1342,246,1959,28123,2015,0.141771228,-0.00773768,0.003036946,0.008314636,060375517
2,4,1342,246,1959,268000,2016,0.141771228,-0.064959869,-0.071127236,-0.057587095,060375517
2,2,1180,266,1980,120006,2015,0.547117524,0.135155626,0.07518086,-0.036236558,06037553504
2,2,1180,266,1980,121836,2016,0.547117524,0.133117897,0.07268536,-0.037134908,06037553504
1,4,1464,261,1936,25270,2015,-0.012107666,-0.015065816,-0.08602625,0.001367398,06037553801
1,4,1464,261,1936,25655,2016,-0.012107666,-0.016297844,-0.10602194,-0.0484396,06037553801
1,2,1206,261,1938,127048,2015,0.457934436,0.099924981,0.099526435,-0.041253459,06037533803
1,2,1206,261,1938,128985,2016,0.457934436,0.097753756,0.17157641,-0.051351577,06037533803
2,3,1645,246,1940,28335,2015,-0.267983388,0.081598951,0.05264613,-0.003604025,06037531701
2,3,1645,246,1940,28767,2016,-0.267983388,0.08549023,0.080761164,-0.000246312,06037531701
4,5,2364,248,1944,194121,2015,0.092501583,0.016501746,-0.011546373,-0.03538923,06037534001
4,5,2364,248,1944,194121,2015,0.154182851,0.016501746,-0.011546373,-0.03538923,06037534001
4,5,2364,248,1944,197081,2016,0.092501583,0.018449406,-0.015299261,-0.026594151,06037534001
4,5,2364,248,1944,197081,2016,0.154182851,0.018449406,-0.015299261,-0.026594151,06037534001
2,3,1176,261,1955,103000,2015,-0.317468787,-0.115906412,-0.09356195,-0.018264957,06037503901
2,3,1176,261,1955,104570,2016,-0.317468787,-0.100785181,-0.09104258,-0.041171376,06037503901
3,3,1536,269,1974,135936,2015,-0.120130671,-0.108728595,-0.077654004,-0.033667155,06037554513
3,3,1536,269,1974,138009,2016,-0.120130671,-0.110059692,-0.079527795,-0.027981399,06037554513
3,4,1884,261,1976,272324,2015,-0.175047395,-0.117925799,-0.09089416,-0.010864841,06037554512
3,4,1884,261,1976,276476,2016,-0.175047395,-0.12058791,-0.12738931,-0.025433892,06037554512
3,4,2118,261,1967,69539,2015,-0.217894509,-0.036864332,-0.033394456,-0.004337963,06037554518
3,4,2118,261,1967,70599,2016,-0.217894509,-0.060802901,-0.05523199,-0.002475645,06037554518
2,3,1208,261,1952,94635,2015,0.21687308,0.087960462,0.02347812,-0.026863778,060375549
2,3,1208,261,1952,96078,2016,0.21687308,0.074946149,0.035728395,-0.027486192,060375549
2,3,1742,261,1953,40367,2015,0.012031553,0.026759571,0.057392538,-0.023689501,060375738
2,3,1742,261,1953,40982,2016,0.012031553,0.027272425,0.04947573,-0.005215485,060375738
3,4,2589,261,1972,124779,2015,-0.261345103,-0.053892807,-0.12252486,-0.003429182,06037573902
3,4,2589,261,1972,126681,2016,-0.261345103,-0.050661148,-0.10538089,0.021860816,06037573902
1,2,858,266,1972,26783,2015,0.106174507,0.130948495,0.12011051,-0.053796276,06037570204
1,2,858,266,1972,27191,2016,0.106174507,0.119761732,0.111122996,-0.041627578,06037570204
3,6,2434,246,1948,168703,2015,0.042371926,-0.067790765,-0.04546398,-0.043502226,06037570304
3,6,2434,246,1948,171275,2016,0.042371926,-0.069093141,-0.046180606,-0.034874737,06037570304
1,2,980,261,1942,75851,2015,-0.154396171,-0.104701019,-0.071617305,-0.053501777,06037571503
1,2,980,261,1942,77007,2016,-0.154396171,-0.121435931,-0.093779266,-0.036814585,06037571503
2,2,1136,266,1987,169786,2015,-3.81e-05,-0.125173103,-0.121331036,-0.038358495,060375718
2,2,1136,266,1987,172375,2016,-3.81e-05,-0.13885763,-0.138605,-0.039285325,060375718
2,2,977,266,1979,93269,2015,-0.507726566,-0.145024498,-0.15637636,-0.044486672,06037572201
2,2,977,266,1979,94691,2016,-0.507726566,-0.116123022,-0.11630988,-0.044141918,06037572201
1,3,1186,261,1952,87536,2015,0.012031553,-0.110797036,-0.057274044,-0.013619872,060375714
1,3,1186,261,1952,88870,2016,0.012031553,-0.114089611,-0.051190674,-0.053609848,060375714
2,3,1368,261,1970,83998,2015,0.625832608,0.148988522,0.20944685,-0.024117731,06037571503
2,3,1368,261,1970,85278,2016,0.625832608,0.148976043,0.19936326,-0.035938263,06037571503
2,4,2079,261,1947,43634,2015,0.005996748,0.108834971,0.200975,-0.001369458,06037570004
2,4,2079,261,1947,44299,2016,0.005996748,0.13779878,0.2769635,-0.036385946,06037570004
1,2,1380,261,1942,90000,2015,0.035908174,-0.009853721,-0.052961648,-0.014040016,06037570002
1,2,1380,261,1942,91372,2016,0.035908174,-0.019769682,-0.028782666,-0.047695346,06037570002
2,2,1164,261,1950,74939,2015,-0.150316401,-0.032617083,-0.03632742,-0.033952616,060375708
2,2,1164,261,1950,76081,2016,-0.150316401,-0.060736214,-0.053595543,-0.031860173,060375708
1,3,1041,261,1950,61455,2015,-0.252533752,-0.063703092,-0.06521267,-0.011391619,060375708
1,3,1041,261,1950,62392,2016,-0.252533752,-0.056496972,-0.079514146,-0.054758552,060375708
1,3,1066,261,1950,63171,2015,-0.003180071,-0.059272159,-0.057767272,-0.011111418,06037571103
1,3,1066,261,1950,64134,2016,-0.003180071,-0.064535226,-0.041639566,-0.0544293,06037571103
1,3,1082,261,1950,55113,2015,-0.179517843,-0.124102549,-0.14587408,-0.010447722,06037571102
1,3,1082,261,1950,55953,2016,-0.179517843,-0.130070175,-0.11384785,-0.053945623,06037571102
3,3,3724,261,1937,362440,2015,0.289807192,0.081588094,0.0795691,0.001910109,06037571201
3,3,3724,261,1937,367967,2016,0.289807192,0.07935434,0.07853955,0.049039137,06037571201
2,3,1883,261,1949,45265,2015,0.397052097,0.19113232,0.21089923,-0.026363019,06037573602
2,3,1883,261,1949,45955,2016,0.397052097,0.209878188,0.23461422,-0.003714968,06037573602
1,2,1038,261,1950,32001,2015,-0.463511062,0.140952321,0.15845689,-0.039604213,060375741
1,2,1038,261,1950,137000,2016,-0.463511062,-0.167684299,-0.15124625,-0.036520373,060375741
1,1,815,266,1985,125147,2015,0.573268396,0.114309033,0.12375444,-0.034361146,06037573402
1,1,815,266,1985,127055,2016,0.573268396,0.122402029,0.12579596,-0.034414053,06037573402
1,2,957,261,1943,46530,2015,0.158677309,0.119829316,0.15293434,-0.049968556,06037575001
1,2,957,261,1943,47239,2016,0.158677309,0.12102861,0.17451417,-0.032571539,06037575001
1,2,790,261,1923,83000,2015,-0.058002366,-0.087553484,-0.08699602,-0.055896327,06037575002
1,2,790,261,1923,84265,2016,-0.058002366,-0.089127387,-0.106637776,-0.028477784,06037575002
2,3,1972,261,1961,127815,2015,-0.079142147,-0.011956907,-0.07136935,-0.021991404,06037574201
2,3,1972,261,1961,129764,2016,-0.079142147,-0.016857709,-0.025387406,-0.008131608,06037574201
2,4,1765,261,1947,88000,2015,-0.298760892,-0.04192639,-0.022079289,-0.030833796,06037574901
2,4,1765,261,1947,88000,2016,-0.298760892,-0.042042542,0.002784193,-0.025834566,06037574901
1,2,1012,261,1954,94000,2015,-0.059782624,-0.094014409,-0.09938675,-0.044012971,060375743
1,2,1012,261,1954,102000,2016,-0.059782624,-0.078923937,-0.10566157,-0.036448594,060375743
2,4,1399,261,1953,47714,2015,-0.15694298,0.060987226,0.014386207,-0.01585087,060375745
2,4,1399,261,1953,48441,2016,-0.15694298,0.046381902,0.054335922,-0.028136577,060375745
3,4,2164,261,1957,175000,2015,0.209121718,0.061695045,0.05787483,-0.03342066,060375745
3,4,2164,261,1957,177668,2016,0.209121718,0.067921713,0.06641823,0.000192445,060375745
4,5,4449,261,1955,566899,2015,0.22426456,0.107978503,0.01110062,0.062635243,060375748
4,5,4449,261,1955,575544,2016,0.22426456,0.07209337,-0.018040717,0.018892597,060375748
2,3,1860,261,1959,195868,2015,-0.3158903,-0.143953615,-0.24885476,-0.037410434,06037577501
2,3,1860,261,1959,198854,2016,-0.3158903,-0.152911025,-0.18062174,-0.016479095,06037577501
1,1,693,266,1970,69578,2015,-0.012107666,-0.097522924,-0.07497662,-0.051725045,06037577603
1,1,693,266,1970,101525,2016,-0.012107666,-0.086151392,-0.085671484,-0.044755943,06037577603
